,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,Allstar
718,Chris Mullin,SF,37,GSW,20,8,18.7,1.8,5.3,.340,1.0,2.6,.365,0.9,2.7,.315,.429,1.2,1.4,.857,0.5,1.6,2.1,1.0,0.8,0.5,1.0,1.4,5.8,2001,0.0
719,Lamond Murray,SF,27,CLE,78,46,28.5,5.0,11.9,.423,0.8,2.1,.370,4.2,9.7,.434,.456,2.0,2.7,.735,1.3,3.0,4.4,1.6,1.1,0.3,1.8,2.2,12.8,2001,0.0
720,Tracy Murray,SF,29,TOT,51,1,11.5,1.8,4.9,.379,0.7,2.0,.350,1.1,2.8,.400,.452,0.6,0.8,.786,0.4,1.2,1.6,0.5,0.2,0.1,0.5,1.0,5.0,2001,0.0
721,Dikembe Mutombo,C,34,TOT,75,75,34.5,3.6,7.4,.484,0.0,0.0,,3.6,7.4,.484,.484,2.8,3.9,.725,4.1,9.4,13.5,1.0,0.4,2.7,1.9,2.7,10.0,2001,1.0
722,Mamadou N'Diaye,C,25,TOR,3,0,3.3,0.3,1.3,.250,0.0,0.0,,0.3,1.3,.250,.250,0.7,0.7,1.000,0.3,0.3,0.7,0.0,0.0,0.0,0.0,1.0,1.3,2001,0.0
723,Lee Nailon,SF,25,CHH,42,0,11.2,1.6,3.2,.485,0.0,0.0,.000,1.6,3.2,.489,.485,0.8,1.0,.744,0.7,1.5,2.2,0.6,0.2,0.1,0.6,1.4,3.9,2001,0.0
724,Eduardo Nájera,PF,24,DAL,40,4,10.8,1.5,2.8,.523,0.0,0.1,.333,1.4,2.7,.528,.527,0.4,0.8,.424,1.0,1.4,2.4,0.7,0.3,0.2,0.4,1.2,3.3,2001,0.0
725,Steve Nash,PG,26,DAL,70,70,34.1,5.5,11.3,.487,1.3,3.1,.406,4.2,8.2,.518,.544,3.3,3.7,.895,0.7,2.5,3.2,7.3,1.0,0.1,2.9,2.3,15.6,2001,0.0
726,Tyrone Nesby,SF-SG,25,TOT,62,34,25.1,3.0,8.5,.357,0.8,2.9,.272,2.3,5.6,.400,.403,1.4,1.7,.802,0.8,2.0,2.8,1.2,0.8,0.3,1.0,2.5,8.3,2001,0.0
727,Rasho Nesterović,C,24,MIN,73,39,16.9,2.0,4.4,.461,0.0,0.0,.000,2.0,4.4,.462,.461,0.5,0.9,.523,1.4,2.6,3.9,0.6,0.3,0.9,0.8,2.6,4.5,2001,0.0
728,Ira Newble,SF,26,SAS,27,6,6.8,0.8,2.0,.382,0.1,0.3,.444,0.6,1.7,.370,.418,0.3,0.6,.500,0.5,0.8,1.3,0.2,0.1,0.1,0.3,0.7,2.0,2001,0.0
729,Johnny Newman,SG,37,NJN,82,17,25.0,3.5,8.5,.419,0.7,2.1,.335,2.8,6.3,.447,.461,3.1,3.6,.855,0.4,1.7,2.1,1.4,0.8,0.1,1.3,2.8,10.9,2001,0.0
730,Moochie Norris,PG,27,HOU,82,6,20.2,2.2,5.0,.446,0.3,1.1,.281,1.9,4.0,.491,.476,1.8,2.4,.778,0.5,1.9,2.4,3.5,0.8,0.0,1.3,1.0,6.6,2001,0.0
731,Dirk Nowitzki,PF,22,DAL,82,82,38.1,7.2,15.2,.474,1.8,4.8,.387,5.4,10.5,.513,.534,5.5,6.6,.838,1.5,7.7,9.2,2.1,1.0,1.2,1.9,3.0,21.8,2001,0.0
732,Jermaine O'Neal,C,22,IND,81,80,32.6,5.0,10.7,.465,0.0,0.1,.000,5.0,10.7,.468,.465,2.9,4.8,.601,3.1,6.7,9.8,1.2,0.6,2.8,2.0,3.5,12.9,2001,0.0
733,Shaquille O'Neal,C,28,LAL,74,74,39.5,11.0,19.2,.572,0.0,0.0,.000,11.0,19.2,.573,.572,6.7,13.1,.513,3.9,8.8,12.7,3.7,0.6,2.8,2.9,3.5,28.7,2001,1.0
734,Charles Oakley,PF,37,TOR,78,77,35.5,3.9,10.1,.388,0.1,0.6,.224,3.8,9.4,.399,.395,1.6,1.9,.836,1.8,7.7,9.5,3.4,1.0,0.6,1.8,3.3,9.6,2001,0.0
735,Lamar Odom,PF,21,LAC,76,74,37.3,6.3,13.8,.460,1.1,3.3,.316,5.3,10.4,.506,.498,3.4,5.1,.679,1.4,6.3,7.8,5.2,1.0,1.6,3.5,3.1,17.2,2001,0.0
736,Hakeem Olajuwon,C,38,HOU,58,55,26.6,4.9,9.8,.498,0.0,0.0,.000,4.9,9.8,.499,.498,2.1,3.4,.621,2.1,5.3,7.4,1.2,1.2,1.5,1.4,2.4,11.9,2001,0.0
737,Kevin Ollie,PG,28,TOT,70,4,13.2,1.1,2.7,.396,0.0,0.0,.333,1.1,2.7,.397,.398,0.9,1.3,.708,0.2,1.1,1.4,2.1,0.4,0.0,0.7,1.2,3.1,2001,0.0
738,Michael Olowokandi,C,25,LAC,82,82,25.9,3.8,8.6,.435,0.0,0.0,,3.8,8.6,.435,.435,1.0,1.9,.545,2.0,4.4,6.4,0.6,0.4,1.3,2.1,3.0,8.5,2001,0.0
739,Greg Ostertag,C,27,UTA,81,3,18.4,1.7,3.5,.495,0.0,0.0,.500,1.7,3.4,.495,.496,1.0,1.9,.556,2.0,3.1,5.1,0.3,0.3,1.8,0.8,2.7,4.5,2001,0.0
740,Bo Outlaw,PF,29,ORL,80,69,31.7,2.8,4.6,.614,0.0,0.0,.500,2.8,4.6,.615,.615,1.6,2.8,.573,2.6,5.1,7.7,2.8,1.3,1.7,1.8,3.0,7.3,2001,0.0
741,Doug Overton,PG,31,TOT,21,10,22.6,2.5,6.6,.374,0.5,1.7,.306,2.0,4.9,.398,.414,0.5,0.8,.625,0.2,1.7,1.9,3.4,0.4,0.0,1.5,1.8,6.0,2001,0.0
742,Billy Owens,PF,31,DET,45,14,17.6,2.0,5.1,.383,0.1,0.4,.150,1.9,4.7,.405,.389,0.4,0.9,.475,1.9,2.7,4.6,1.2,0.7,0.3,0.9,2.1,4.4,2001,0.0
743,Olumide Oyedeji,C,19,SEA,30,1,7.4,0.6,1.2,.486,0.0,0.0,,0.6,1.2,.486,.486,0.3,0.4,.750,0.8,1.4,2.2,0.1,0.2,0.3,0.4,1.3,1.5,2001,0.0
744,Robert Pack,PG,31,DEN,74,11,17.0,2.4,5.8,.425,0.2,0.4,.387,2.3,5.3,.428,.439,1.4,1.9,.766,0.4,1.4,1.9,4.0,0.9,0.0,1.8,1.5,6.5,2001,0.0
745,Scott Padgett,PF,24,UTA,27,0,4.7,0.7,1.6,.419,0.2,0.3,.556,0.5,1.3,.382,.477,0.6,0.7,.750,0.7,0.7,1.4,0.2,0.2,0.1,0.4,0.8,2.1,2001,0.0
746,Milt Palacio,PG,22,BOS,58,6,19.7,2.2,4.6,.472,0.2,0.6,.333,2.0,4.0,.494,.494,1.3,1.6,.848,0.4,1.3,1.8,2.6,0.8,0.0,1.4,1.4,5.9,2001,0.0
747,Andy Panko,SF,23,ATL,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001,0.0
748,Cherokee Parks,C,28,TOT,65,31,16.2,2.1,4.2,.489,0.0,0.1,.000,2.1,4.1,.500,.489,0.5,0.7,.705,1.1,2.4,3.5,0.7,0.4,0.6,0.6,1.9,4.6,2001,0.0
749,Ruben Patterson,SF,25,SEA,76,22,27.1,4.9,9.9,.494,0.0,0.5,.056,4.8,9.4,.516,.495,3.2,4.8,.681,2.4,2.6,5.0,2.1,1.4,0.6,2.0,2.3,13.0,2001,0.0
750,Gary Payton,PG,32,SEA,79,79,41.1,9.2,20.1,.456,1.3,3.4,.375,7.9,16.7,.472,.488,3.4,4.5,.766,0.9,3.6,4.6,8.1,1.6,0.3,2.6,2.3,23.1,2001,1.0
751,Anthony Peeler,SG,31,MIN,75,41,28.3,4.1,9.8,.421,1.3,3.4,.391,2.8,6.3,.437,.489,1.0,1.2,.862,0.6,2.0,2.6,2.6,1.2,0.2,1.4,2.2,10.5,2001,0.0
752,Mike Penberthy,PG,26,LAL,53,0,16.1,1.7,4.2,.414,1.0,2.6,.396,0.7,1.6,.446,.538,0.5,0.6,.903,0.2,1.0,1.2,1.3,0.4,0.0,0.6,1.1,5.0,2001,0.0
753,Will Perdue,C,35,POR,13,0,4.5,0.5,0.7,.667,0.0,0.0,,0.5,0.7,.667,.667,0.2,0.3,.500,0.5,0.9,1.4,0.2,0.2,0.2,0.0,0.6,1.1,2001,0.0
754,Sam Perkins,PF,39,IND,64,41,15.6,1.3,3.5,.381,0.6,1.7,.345,0.8,1.8,.414,.465,0.5,0.6,.842,0.5,2.1,2.6,0.6,0.5,0.3,0.3,1.0,3.8,2001,0.0
755,Elliot Perry,PG,31,TOT,49,6,10.2,1.3,2.9,.464,0.0,0.1,.200,1.3,2.8,.474,.468,0.3,0.4,.727,0.2,0.8,0.9,1.6,0.4,0.0,0.8,0.6,3.0,2001,0.0
756,Wesley Person,SG,29,CLE,44,22,21.8,2.9,6.6,.438,0.8,1.9,.405,2.1,4.7,.452,.497,0.5,0.7,.800,0.3,2.7,3.0,1.5,0.6,0.3,0.9,1.4,7.1,2001,0.0
757,Morris Peterson,SG,23,TOR,80,49,22.6,3.6,8.4,.431,0.8,2.1,.382,2.8,6.4,.447,.478,1.3,1.8,.717,1.4,1.8,3.2,1.3,0.8,0.3,1.0,2.1,9.3,2001,0.0
758,Eric Piatkowski,SG,30,LAC,81,40,26.5,3.6,8.3,.433,1.5,3.7,.404,2.1,4.6,.456,.522,2.0,2.2,.873,0.7,2.3,3.0,1.2,0.6,0.2,0.9,1.5,10.6,2001,0.0
759,Paul Pierce,SF,23,BOS,82,82,38.0,8.4,18.5,.454,1.8,4.7,.383,6.6,13.8,.478,.503,6.7,9.0,.745,1.1,5.2,6.4,3.1,1.7,0.8,3.2,3.1,25.3,2001,0.0
760,Scottie Pippen,SF,35,POR,64,60,33.3,4.2,9.3,.451,1.0,2.9,.344,3.2,6.4,.500,.505,1.9,2.5,.739,1.1,4.1,5.2,4.6,1.5,0.5,2.4,2.5,11.3,2001,0.0
761,Scot Pollard,C,25,SAC,77,8,21.5,2.4,5.1,.468,0.0,0.0,.000,2.4,5.1,.471,.468,1.7,2.2,.749,2.2,3.8,6.0,0.6,0.6,1.3,0.9,2.7,6.5,2001,0.0
762,Olden Polynice,C,36,UTA,81,79,20.0,2.5,5.1,.496,0.0,0.0,.000,2.5,5.1,.498,.496,0.2,0.8,.262,1.9,2.7,4.7,0.4,0.3,1.0,1.0,3.0,5.3,2001,0.0
763,Mark Pope,PF,28,MIL,63,45,15.0,1.0,2.3,.437,0.1,0.4,.208,0.9,1.9,.483,.454,0.3,0.6,.629,0.9,1.4,2.3,0.6,0.3,0.4,0.3,2.2,2.4,2001,0.0
764,Chris Porter,SF,22,GSW,51,35,22.5,3.4,8.7,.389,0.0,0.1,.000,3.4,8.6,.393,.389,1.8,2.8,.667,1.7,2.0,3.7,1.2,0.9,0.1,1.2,2.2,8.6,2001,0.0
765,Terry Porter,PG,37,SAS,80,42,21.0,2.5,5.5,.448,1.1,2.6,.424,1.4,2.9,.468,.547,1.2,1.5,.793,0.3,2.2,2.5,3.1,0.7,0.1,1.3,1.1,7.2,2001,0.0
766,James Posey,SF,24,DEN,82,82,27.5,3.0,7.2,.412,0.8,2.6,.300,2.2,4.5,.477,.467,1.4,1.7,.816,1.5,3.7,5.3,2.0,1.1,0.5,1.2,2.8,8.1,2001,0.0
767,Lavor Postell,SG,22,NYK,26,0,6.5,0.7,2.1,.315,0.1,0.4,.273,0.5,1.7,.326,.343,0.8,1.0,.815,0.3,0.7,1.0,0.2,0.2,0.1,0.7,0.5,2.3,2001,0.0
768,Vitaly Potapenko,C,25,BOS,82,7,23.2,3.0,6.4,.476,0.0,0.0,,3.0,6.4,.476,.476,1.4,1.9,.728,2.5,3.5,6.0,0.8,0.6,0.3,1.3,2.8,7.5,2001,0.0
769,Brent Price,PG,32,VAN,6,0,5.0,0.5,1.8,.273,0.2,0.7,.250,0.3,1.2,.286,.318,1.0,1.2,.857,0.2,0.5,0.7,0.8,0.3,0.0,0.7,1.3,2.2,2001,0.0
770,Laron Profit,PG,23,WAS,35,12,17.3,1.6,4.1,.394,0.2,0.7,.269,1.4,3.3,.422,.419,0.9,1.3,.733,0.5,1.3,1.8,2.5,1.0,0.3,1.3,1.2,4.3,2001,0.0
771,Joel Przybilla,C,21,MIL,33,13,8.2,0.4,1.1,.343,0.0,0.0,,0.4,1.1,.343,.343,0.1,0.3,.273,0.9,1.3,2.2,0.1,0.1,0.9,0.4,1.7,0.8,2001,0.0
772,Theo Ratliff,C,27,PHI,50,50,36.0,4.6,9.1,.499,0.0,0.0,,4.6,9.1,.499,.499,3.3,4.3,.760,2.5,5.8,8.3,1.2,0.6,3.7,2.5,3.3,12.4,2001,1.0
773,Eldridge Recasner,PG,33,CHH,43,0,9.4,0.9,2.7,.333,0.3,0.9,.333,0.6,1.7,.333,.390,0.3,0.4,.778,0.3,0.9,1.2,0.9,0.1,0.0,0.6,0.7,2.4,2001,0.0
774,Michael Redd,SG,21,MIL,6,0,5.8,0.8,3.2,.263,0.0,0.5,.000,0.8,2.7,.313,.263,0.5,1.0,.500,0.5,0.2,0.7,0.2,0.2,0.0,0.2,0.3,2.2,2001,0.0
775,Bryant Reeves,C,27,VAN,75,48,24.4,3.4,7.4,.460,0.0,0.1,.250,3.4,7.3,.462,.461,1.5,1.9,.796,1.8,4.3,6.0,1.1,0.6,0.7,1.2,3.2,8.3,2001,0.0
776,Don Reid,PF,27,ORL,65,7,11.8,1.3,2.2,.566,0.0,0.0,,1.3,2.2,.566,.566,0.7,1.2,.613,1.3,2.4,3.7,0.3,0.4,0.8,0.7,2.9,3.2,2001,0.0
777,J.R. Reid,PF,32,CLE,6,0,6.5,0.3,0.8,.400,0.0,0.0,,0.3,0.8,.400,.400,1.0,1.3,.750,0.8,0.5,1.3,0.2,0.3,0.2,0.2,0.7,1.7,2001,0.0
778,Glen Rice,SF,33,NYK,75,25,29.5,4.4,10.0,.440,1.1,2.8,.389,3.3,7.2,.460,.495,2.1,2.4,.852,0.8,3.3,4.1,1.2,0.5,0.2,1.3,2.4,12.0,2001,0.0
779,Quentin Richardson,SG,20,LAC,76,28,17.9,3.1,6.9,.442,0.7,2.0,.331,2.4,4.9,.487,.490,1.3,2.1,.627,1.4,2.0,3.4,0.8,0.6,0.1,0.8,1.3,8.1,2001,0.0
780,Mitch Richmond,SG,35,WAS,37,30,32.9,5.5,13.6,.407,1.2,3.6,.338,4.3,10.0,.431,.451,3.9,4.3,.894,0.4,2.5,2.9,3.0,1.2,0.2,2.3,2.3,16.2,2001,0.0
781,Isaiah Rider,SG,29,LAL,67,6,18.0,3.0,7.0,.426,0.5,1.4,.370,2.5,5.7,.439,.462,1.1,1.2,.855,0.7,1.7,2.3,1.7,0.4,0.1,1.5,1.6,7.6,2001,0.0
782,Terrance Roberson,SF,24,CHH,3,0,4.3,0.0,0.7,.000,0.0,0.3,.000,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.7,1.0,0.0,2001,0.0
783,Clifford Robinson,PF,34,PHO,82,82,33.5,6.1,14.5,.422,1.1,3.0,.361,5.0,11.4,.439,.460,3.1,4.4,.709,1.3,2.8,4.1,2.9,1.1,1.0,2.3,3.1,16.4,2001,0.0
784,David Robinson,C,35,SAS,80,80,29.6,5.0,10.3,.486,0.0,0.0,.000,5.0,10.3,.487,.486,4.4,5.9,.747,2.6,6.0,8.6,1.5,1.0,2.5,1.5,2.7,14.4,2001,1.0
785,Eddie Robinson,SF,24,CHH,67,6,17.9,3.2,6.1,.531,0.0,0.1,.500,3.2,6.0,.531,.533,1.0,1.3,.727,0.9,2.1,3.0,0.9,0.7,0.5,0.6,1.0,7.4,2001,0.0
786,Glenn Robinson,SF,28,MIL,76,74,37.0,9.0,19.2,.468,0.7,2.4,.299,8.3,16.8,.493,.487,3.3,4.0,.820,1.6,5.3,6.9,3.3,1.1,0.8,2.9,2.5,22.0,2001,1.0
787,Jamal Robinson,SF,27,MIA,6,0,12.0,0.5,3.7,.136,0.0,0.3,.000,0.5,3.3,.150,.136,0.0,0.0,,0.5,1.3,1.8,0.3,1.0,0.0,0.5,1.2,1.0,2001,0.0
788,James Robinson,PG,30,ORL,6,0,8.3,0.7,1.8,.364,0.3,0.8,.400,0.3,1.0,.333,.455,0.0,0.0,,0.0,1.3,1.3,0.0,0.7,0.2,0.7,0.8,1.7,2001,0.0
789,Larry Robinson,PG-SG,33,TOT,34,1,18.6,2.0,5.4,.364,1.3,3.4,.379,0.7,2.0,.338,.484,0.6,0.7,.875,0.7,1.9,2.6,1.1,0.8,0.1,0.7,1.4,5.9,2001,0.0
790,Carlos Rogers,C,29,HOU,39,0,13.9,1.9,2.8,.682,0.0,0.0,.000,1.9,2.8,.688,.682,0.7,1.3,.558,1.2,2.3,3.6,0.2,0.3,0.5,0.4,0.8,4.6,2001,0.0
791,Rodney Rogers,SF,29,PHO,82,3,26.6,4.6,10.7,.430,0.7,2.3,.296,3.9,8.4,.467,.462,2.3,3.0,.761,1.1,3.2,4.4,2.2,1.2,0.6,1.9,3.3,12.2,2001,0.0
792,Sean Rooks,C,31,LAC,82,0,18.9,2.1,4.8,.428,0.0,0.0,.500,2.0,4.8,.427,.429,1.3,1.7,.748,1.1,2.6,3.7,0.9,0.4,0.8,0.9,2.4,5.4,2001,0.0
793,Jalen Rose,SF,28,IND,72,72,40.9,7.9,17.3,.457,0.8,2.4,.339,7.1,14.8,.476,.480,4.0,4.8,.828,0.5,4.5,5.0,6.0,0.9,0.6,2.9,3.2,20.5,2001,0.0
794,Malik Rose,PF,26,SAS,57,9,21.4,2.8,6.5,.435,0.1,0.3,.176,2.8,6.2,.447,.439,2.0,2.8,.713,1.7,3.7,5.4,0.8,1.0,0.7,1.3,2.6,7.7,2001,0.0
795,Michael Ruffin,PF,24,CHI,45,16,19.5,0.9,2.0,.444,0.0,0.0,,0.9,2.0,.444,.444,0.9,1.7,.506,2.2,3.6,5.8,0.9,0.7,0.8,1.0,2.9,2.6,2001,0.0
796,Bryon Russell,SF,30,UTA,78,46,31.7,3.9,9.0,.440,1.2,2.9,.413,2.7,6.0,.453,.508,2.8,3.7,.779,1.2,3.0,4.2,2.1,1.2,0.3,1.4,2.9,12.0,2001,0.0
797,Arvydas Sabonis,C,36,POR,61,42,21.3,4.0,8.5,.479,0.0,0.2,.067,4.0,8.2,.491,.480,2.0,2.6,.776,0.8,4.6,5.4,1.5,0.7,1.0,1.4,2.2,10.1,2001,0.0
798,Soumaila Samake,C,22,NJN,34,0,6.6,0.5,1.4,.375,0.0,0.0,,0.5,1.4,.375,.375,0.3,0.7,.417,0.6,0.9,1.6,0.0,0.1,0.4,0.1,0.7,1.4,2001,0.0
799,Pepe Sánchez,PG,23,TOT,29,0,5.2,0.3,1.0,.321,0.0,0.0,.000,0.3,0.9,.333,.321,0.1,0.1,1.000,0.1,0.4,0.5,1.4,0.4,0.0,0.2,0.7,0.7,2001,0.0
800,Daniel Santiago,C,24,PHO,54,2,10.8,1.2,2.5,.478,0.0,0.0,,1.2,2.5,.478,.478,0.8,1.1,.689,0.6,1.2,1.9,0.2,0.3,0.4,0.9,1.9,3.1,2001,0.0
801,Detlef Schrempf,SF,38,POR,26,0,15.3,1.5,3.7,.411,0.1,0.3,.375,1.4,3.3,.414,.426,0.9,1.0,.852,0.7,2.3,3.0,1.7,0.3,0.1,1.1,1.7,4.0,2001,0.0
802,Shawnelle Scott,C,28,SAS,27,1,5.3,0.6,1.5,.415,0.0,0.0,,0.6,1.5,.415,.415,0.3,0.8,.409,0.9,1.0,1.9,0.1,0.2,0.2,0.4,0.9,1.6,2001,0.0
803,Brian Shaw,SG,34,LAL,80,28,22.9,2.1,5.1,.399,0.5,1.7,.311,1.5,3.5,.442,.450,0.6,0.8,.797,0.6,3.2,3.8,3.2,0.6,0.3,1.2,2.0,5.3,2001,0.0
804,Brian Skinner,PF,24,LAC,39,23,15.0,1.6,4.1,.398,0.0,0.0,,1.6,4.1,.398,.398,0.8,1.5,.542,1.4,2.9,4.3,0.5,0.4,0.3,0.8,1.6,4.1,2001,0.0
805,Reggie Slater,PF,30,MIN,55,16,12.5,1.6,3.2,.514,0.0,0.0,,1.6,3.2,.514,.514,1.3,2.0,.673,1.4,2.0,3.4,0.5,0.3,0.2,0.8,2.3,4.6,2001,0.0
806,Jabari Smith,C,23,SAC,9,0,7.3,1.2,2.4,.500,0.0,0.0,,1.2,2.4,.500,.500,0.4,0.7,.667,0.1,0.8,0.9,0.7,0.4,0.0,0.3,0.8,2.9,2001,0.0
807,Joe Smith,PF,25,DET,69,59,28.1,4.5,11.1,.403,0.0,0.1,.000,4.5,11.0,.405,.403,3.3,4.2,.805,2.3,4.8,7.1,1.1,0.7,0.7,1.3,3.7,12.3,2001,0.0
808,Michael Smith,PF,28,WAS,79,29,20.4,1.3,2.8,.486,0.0,0.0,.000,1.3,2.7,.488,.486,1.1,1.9,.578,2.2,4.9,7.1,1.3,0.7,0.5,0.8,2.0,3.8,2001,0.0
809,Mike Smith,SF,24,WAS,17,0,10.6,1.1,3.5,.322,0.2,1.1,.167,0.9,2.4,.390,.347,0.6,0.9,.625,0.6,0.7,1.3,0.6,0.3,0.2,0.4,0.5,3.0,2001,0.0
810,Steve Smith,SG,31,POR,81,36,31.4,4.4,9.7,.456,1.0,2.8,.339,3.5,6.9,.504,.505,3.8,4.3,.890,1.1,2.3,3.4,2.6,0.6,0.3,1.7,2.5,13.6,2001,0.0
811,Tony Smith,SG,32,ATL,6,0,13.0,1.3,3.8,.348,0.0,0.3,.000,1.3,3.5,.381,.348,0.2,0.3,.500,0.3,0.2,0.5,1.7,1.2,0.0,1.5,2.0,2.8,2001,0.0
812,Eric Snow,PG,27,PHI,50,50,34.8,3.6,8.7,.418,0.1,0.4,.263,3.5,8.3,.425,.424,2.4,3.1,.792,0.5,2.8,3.3,7.4,1.5,0.1,2.5,2.5,9.8,2001,0.0
813,Felton Spencer,C,33,NYK,18,0,6.3,0.7,1.1,.600,0.0,0.0,,0.7,1.1,.600,.600,0.8,1.4,.600,0.9,1.1,1.9,0.1,0.1,0.1,0.6,1.3,2.2,2001,0.0
814,Latrell Sprewell,SF,30,NYK,77,77,39.2,6.8,15.8,.430,0.5,1.8,.304,6.3,14.1,.446,.447,3.6,4.6,.783,0.6,3.9,4.5,3.5,1.4,0.4,2.8,2.1,17.7,2001,1.0
815,Jerry Stackhouse,SG,26,DET,80,80,40.2,9.7,24.1,.402,2.1,5.9,.351,7.6,18.2,.418,.445,8.3,10.1,.822,1.2,2.7,3.9,5.1,1.2,0.7,4.1,2.0,29.8,2001,1.0
816,John Starks,SG,35,UTA,75,64,28.3,3.6,9.1,.398,0.9,2.4,.352,2.8,6.7,.415,.445,1.2,1.5,.802,0.4,1.7,2.1,2.4,1.0,0.1,1.3,2.9,9.3,2001,0.0
817,Vladimir Stepania,C,24,NJN,29,0,9.7,1.0,3.0,.318,0.0,0.1,.250,0.9,2.9,.321,.324,0.9,1.2,.735,1.2,2.6,3.8,0.6,0.3,0.4,0.7,1.6,2.8,2001,0.0
818,DeShawn Stevenson,SG,19,UTA,40,2,7.3,0.8,2.3,.341,0.0,0.3,.083,0.8,2.0,.380,.346,0.7,1.0,.684,0.2,0.5,0.7,0.5,0.3,0.1,0.7,0.7,2.2,2001,0.0
819,Michael Stewart,C,25,TOR,26,0,4.7,0.4,1.3,.324,0.0,0.0,,0.4,1.3,.324,.324,0.4,0.7,.611,0.6,0.5,1.1,0.1,0.2,0.1,0.2,0.7,1.3,2001,0.0
820,Bryant Stith,SG,30,BOS,78,74,32.1,3.1,7.8,.401,1.2,3.1,.376,2.0,4.7,.417,.475,2.2,2.7,.845,0.8,2.8,3.6,2.2,1.2,0.2,1.2,2.3,9.7,2001,0.0
821,John Stockton,PG,38,UTA,82,82,29.2,4.0,7.9,.504,0.7,1.6,.462,3.3,6.3,.514,.551,2.8,3.4,.817,0.7,2.1,2.8,8.7,1.6,0.3,2.5,2.4,11.5,2001,0.0
822,Peja Stojakovic,SF,23,SAC,75,75,38.7,7.5,15.9,.470,1.9,4.8,.400,5.5,11.1,.501,.531,3.6,4.2,.856,1.2,4.5,5.8,2.2,1.2,0.2,1.9,1.9,20.4,2001,0.0
823,Damon Stoudamire,PG,27,POR,82,82,32.4,5.0,11.4,.434,1.0,2.7,.374,4.0,8.7,.453,.478,2.1,2.5,.831,0.8,2.9,3.7,5.7,1.3,0.1,2.3,2.5,13.0,2001,0.0
824,Erick Strickland,PG,27,TOT,50,0,16.6,1.6,5.3,.303,0.6,1.9,.316,1.0,3.4,.297,.360,1.4,1.6,.861,0.4,2.2,2.6,1.9,0.9,0.0,1.0,1.8,5.2,2001,0.0
825,Mark Strickland,SF,30,TOT,55,2,13.1,1.9,4.3,.431,0.0,0.0,.500,1.9,4.3,.430,.433,0.8,1.3,.643,1.0,1.9,2.9,0.4,0.3,0.4,0.6,1.3,4.6,2001,0.0
826,Rod Strickland,PG,34,TOT,54,28,25.4,3.4,7.9,.424,0.1,0.3,.235,3.3,7.6,.432,.429,2.4,3.2,.751,0.7,1.9,2.6,5.6,1.0,0.1,2.0,1.4,9.2,2001,0.0
827,Derek Strong,PF,32,LAC,28,8,17.5,1.6,4.2,.385,0.0,0.0,.000,1.6,4.1,.388,.385,1.0,1.3,.757,1.2,2.6,3.9,0.3,0.5,0.0,0.8,1.1,4.2,2001,0.0
828,Bruno Šundov,C,20,IND,11,4,10.9,1.8,3.7,.488,0.0,0.4,.000,1.8,3.4,.541,.488,0.3,0.5,.600,0.4,1.7,2.1,0.2,0.2,0.4,0.3,1.9,3.9,2001,0.0
829,Bob Sura,SG,27,GSW,53,42,31.8,3.8,9.8,.390,0.9,3.2,.273,2.9,6.5,.448,.435,2.5,3.6,.714,1.0,3.3,4.3,4.6,1.0,0.2,3.0,2.4,11.1,2001,0.0
830,Stromile Swift,PF,21,VAN,80,6,16.4,1.9,4.2,.451,0.0,0.1,.000,1.9,4.2,.457,.451,1.1,1.8,.603,1.4,2.2,3.6,0.4,0.8,1.0,0.8,2.0,4.9,2001,0.0
831,Wally Szczerbiak,SF,23,MIN,82,82,34.8,5.7,11.2,.510,0.3,0.9,.338,5.4,10.3,.526,.524,2.2,2.5,.870,1.6,3.8,5.5,3.2,0.7,0.4,1.7,2.8,14.0,2001,0.0
832,Žan Tabak,C,30,IND,55,14,14.1,1.8,3.4,.527,0.0,0.0,,1.8,3.4,.527,.527,0.4,0.9,.426,1.2,2.7,3.9,0.6,0.2,0.5,1.0,2.3,3.9,2001,0.0
833,Dragan Tarlać,C,27,CHI,43,12,13.9,0.9,2.3,.394,0.0,0.0,,0.9,2.3,.394,.394,0.6,0.8,.758,0.9,2.0,2.8,0.7,0.2,0.4,0.9,2.2,2.4,2001,0.0
834,Maurice Taylor,SF,24,HOU,69,69,28.6,5.7,11.6,.489,0.0,0.1,.000,5.7,11.5,.492,.489,1.7,2.3,.735,1.6,3.9,5.5,1.5,0.4,0.6,1.8,3.0,13.0,2001,0.0
835,Jason Terry,SG,23,ATL,82,77,37.7,7.3,16.7,.436,1.5,3.8,.395,5.8,12.8,.448,.481,3.7,4.4,.846,0.5,2.8,3.3,4.9,1.3,0.1,2.9,2.5,19.7,2001,0.0
836,Jamel Thomas,SF,27,NJN,5,0,11.2,1.2,3.8,.316,0.2,0.6,.333,1.0,3.2,.313,.342,0.0,0.0,,0.8,1.0,1.8,0.0,0.6,0.0,1.2,1.2,2.6,2001,0.0
